brands,categories,categories_tags,code,countries,countries_tags,created_t,ecoscore_grade,generic_name,image_url,ingredients_tags,ingredients_text,labels,labels_tags,last_modified_t,manufacturing_places,origins,origins_tags,packaging,packaging_tags,packagings,product_name,stores,source,search_query,ecoscore_score,ecoscore_tags
"Butter, EDEKA BUTTER Weihenstephan, Unternehmensgruppe Theo Müller S.e.c.s., Weihenstephan","mildly soured butters, de:Deutsche Markenbutter","['en:dairies', 'en:fats', 'en:spreads', 'en:spreadable-fats', 'en:animal-fats', 'en:dairy-spreads', 'en:milkfat', 'en:butters', 'en:mildly-soured-butters', 'de:Deutsche Markenbutter']",4008452010222,Germany,['en:germany'],1438582060,d,"Deutsche Markenbutter, mildgesäuerte Butter, 82 % Fett",https://images.openfoodfacts.org/images/products/400/845/201/0222/front_en.78.400.jpg,"['en:butter', 'en:dairy']",Butter,Ohne Gentechnik,"['en:no-gmos', 'de:ohne-gentechnik']",1780249566,deutschland,Bayern,"['en:germany', 'en:bayern']","Metall, Wiederverwertbare Metalle, Aluminium","['en:metal', 'en:recyclable-metals', 'en:aluminium']","[{'food_contact': 1, 'material': 'en:plastic-aluminium', 'number_of_units': 1, 'quantity_per_unit': '250g', 'quantity_per_unit_unit': 'g', 'quantity_per_unit_value': 250, 'recycling': 'en:discard', 'shape': 'en:film', 'weight_measured': 4}]",BUTTER,"aldi, edeka, kaufland, lidl, netto-md, rewe",food,milch,42.0,
"Vita d'Or, VitaD'or","Salted spreads, Margarines","['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:fats', 'en:spreads', 'en:plant-based-spreads', 'en:salted-spreads', 'en:vegetable-fats', 'en:spreadable-fats', 'en:margarines']",4056489135760,"Bulgaria, Germany, Spain, Switzerland","['en:bulgaria', 'en:germany', 'en:spain', 'en:switzerland']",1566723789,b,,https://images.openfoodfacts.org/images/products/405/648/913/5760/front_en.72.400.jpg,"['en:sunflower-oil', 'en:oil-and-fat', 'en:vegetable-oil-and-fat', 'en:vegetable-oil', 'en:water', 'en:fully-hydrogenated-sunflower-oil', 'en:coconut-fat', 'en:vegetable-fat', 'en:emulsifier', 'en:monoglycerides-and-digests-of-fatty-acids', 'en:salt', 'en:natural-flavouring', 'en:flavouring', 'en:acid', 'en:e322', 'en:e330']","61% sunflower oil, water, 14% fully hydrogenated sunflower oil, coconut fat, emulsifiers: lecithins, monoglycerides and digests of fatty acids, 0,2% salt, natural aroma, acidulant: citric acid","European Vegetarian Union Vegan, Nutriscore Grade D, With Sunflower oil","['en:vegetarian', 'en:vegan', 'en:european-vegetarian-union', 'en:european-vegetarian-union-vegan', 'en:nutriscore', 'en:nutriscore-grade-d', 'en:with-sunflower-oil']",1776411803,,,[],"Plastic,Produkt,","['en:plastic', 'en:produkt']","[{'material': 'en:pp-5-polypropylene'}, {'material': 'en:plastic-aluminium'}]",Sonnenblumenmargarine,Lidl,food,milch,61.0,
Milsani,Fresh cheeses,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:fresh-cheeses']",4061458047685,Germany,['en:germany'],1559465101,c,,https://images.openfoodfacts.org/images/products/406/145/804/7685/front_de.108.400.jpg,"['en:cream', 'en:dairy', 'en:skimmed-milk', 'en:milk', 'en:salt', 'en:lactic-ferments', 'en:ferment', 'en:microbial-culture']","Rahm, Magermilch, Salz, Käsereikulturen (enthalten Milch).","Ohne Gentechnik, 2019 Gold medal of the German Agricultural Society, 2021 Gold medal of the German Agricultural Society, 2023 Gold medal of the German Agricultural Society, Nutriscore Grade D, V-Label International Vegetarian","['en:vegetarian', 'en:german-agricultural-society', 'en:gold-medal-of-the-german-agricultural-society', 'en:no-gmos', 'de:ohne-gentechnik', 'en:2019-gold-medal-of-the-german-agricultural-society', 'en:2021-gold-medal-of-the-german-agricultural-society', 'en:2023-gold-medal-of-the-german-agricultural-society', 'en:nutriscore', 'en:nutriscore-grade-d', 'en:v-label-international', 'en:v-label-international-vegetarian']",1780429784,Dänemark,Germany,['en:germany'],"Kunststoff,l,139,PP,5,AL,Aluminium","['en:metal', 'en:plastic', 'en:recyclable-metals', 'en:aluminium', 'en:pp-polypropylene', 'de:139', 'de:5', 'de:al', 'de:l']","[{'material': 'en:pp-5-polypropylene'}, {'material': 'en:aluminium'}]",Frischkäse,"Aldi, Aldi Nord, Aldi Süd",food,milch,47.0,
"Lactalis, President","de:Streichfette, Salted butters","['en:plant-based-foods-and-beverages', 'en:dairies', 'en:plant-based-foods', 'en:fats', 'en:spreads', 'en:plant-based-spreads', 'en:spreadable-fats', 'en:animal-fats', 'en:dairy-spreads', 'en:milkfat', 'en:butters', 'de:streichfette', 'en:salted-butters']",3228021000084,"Austria, Belgium, Germany, Portugal, Spain","['en:austria', 'en:belgium', 'en:germany', 'en:portugal', 'en:spain']",1357036559,d,Französische Butter mit Meersalzkörnern,https://images.openfoodfacts.org/images/products/322/802/100/0084/front_de.128.400.jpg,"['en:butter', 'en:dairy', 'en:salt']","Butter, Salz (2,5 %).","Green Dot, Made in France","['en:green-dot', 'en:made-in-france']",1780841243,Frankreich,France,['en:france'],"Kunststoff,Verbundstoff,Kanne,PP - Polypropylen,Folie,Deckel,Papier und Pappe/Kunststoff,en:Motte,en:Produkt,en:Ravier","['en:plastic', 'en:multilayer-composite', 'en:pot', 'en:pp-polypropylene', 'en:film', 'en:lid', 'en:paper-and-plastic', 'en:motte', 'en:produkt', 'en:ravier']","[{'food_contact': 1, 'material': 'en:pp-5-polypropylene', 'number_of_units': 1, 'shape': 'en:lid'}, {'food_contact': 1, 'material': 'en:pp-5-polypropylene', 'number_of_units': 1, 'shape': 'en:pot'}, {'food_contact': 0, 'material': 'en:paper-and-plastic', 'number_of_units': 2, 'shape': 'en:film'}]",Meersalz-Butter,"Aldi, Billa, Combi, Delhaize, Edeka, Globus, Hit, Irma, Kaufland, Lidl, Netto MD, Rewe",food,milch,33.0,
Gervais,"Cream cheeses, Plain cottage cheeses","['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:desserts', 'en:dairy-desserts', 'en:fermented-dairy-desserts', 'en:plain-fermented-dairy-desserts', 'en:fresh-cheeses', 'en:cottage-cheeses', 'en:cream-cheeses', 'en:plain-cottage-cheeses']",4002671157751,Germany,['en:germany'],1631120437,c,,https://images.openfoodfacts.org/images/products/400/267/115/7751/front_de.95.400.jpg,"['de:frischkase', 'en:skimmed-yogurt', 'en:dairy', 'en:yogurt', 'de:schlagrahm', 'de:speisesalz-bei-maximal-8-c']","FRISCHKASE, MAGERMILCH - JOGHURT, SCHLAGRAHM, Speisesalz Bei maximal +8 °C","Low or no sugar, Low fat, No gluten, Ohne Gentechnik, No palm oil, No soy","['en:low-or-no-fat', 'en:low-or-no-sugar', 'en:low-fat', 'en:no-gluten', 'en:no-gmos', 'de:ohne-gentechnik', 'en:no-palm-oil', 'en:no-soy']",1778930985,Deutschland,Germany,['en:germany'],Plastic,['en:plastic'],"[{'food_contact': 1, 'material': 'en:plastic', 'number_of_units': 1, 'recycling': 'en:recycle', 'shape': 'en:can'}, {'food_contact': 0, 'material': 'en:aluminium', 'number_of_units': 1, 'recycling': 'en:recycle', 'shape': 'en:lid'}]",Hüttenkäse Original,"Edeka, Rewe, tegut",food,milch,47.0,
ANDECHSER NATUR,"Cheeses, Skyrs, fr:Fromages blancs natures","['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:desserts', 'en:dairy-desserts', 'en:fermented-dairy-desserts', 'en:fromages-blancs-petit-suisses-and-skyr', 'en:plain-fermented-dairy-desserts', 'en:skyrs', 'fr:fromages-blancs', 'fr:fromages-blancs-natures']",4104060030772,"Belgium, France, Germany","['en:belgium', 'en:france', 'en:germany']",1567882621,a-plus,,https://images.openfoodfacts.org/images/products/410/406/003/0772/front_de.61.400.jpg,"['en:skimmed-milk', 'en:dairy', 'en:milk', 'en:lactic-ferments', 'en:ferment', 'en:microbial-culture']","_Lait_ écrémé*, ferments lactiques (_lait_). 

*issu de l'agriculture biologique","Bioland, DE-ÖKO-001, High proteins, fr:Agriculture Allemagne","['en:organic', 'en:eu-organic', 'en:source-of-proteins', 'en:bioland', 'en:de-oko-001', 'en:high-proteins', 'fr:Agriculture Allemagne']",1777096148,Allemagne,Germany,['en:germany'],"Carton, Frais, Opercule aluminium","['en:cardboard', 'en:fresh', 'fr:opercule-aluminium']","[{'material': 'en:aluminium', 'shape': 'en:seal'}, {'material': 'en:cardboard'}]",Bio-Skyr Natur,"Colibri, Eau vive",food,milch,102.0,
Vemondo,Plain soy yogurts,"['en:plant-based-foods-and-beverages', 'en:fermented-foods', 'en:dairy-substitutes', 'en:desserts', 'en:vegan-products', 'en:non-dairy-desserts', 'en:non-dairy-fermented-foods', 'en:non-dairy-yogurts', 'en:soy-milk-yogurts', 'en:plain-soy-yogurts']",4335619096431,"Bulgaria, Germany, Portugal, Spain","['en:bulgaria', 'en:germany', 'en:portugal', 'en:spain']",1723662936,a,,https://images.openfoodfacts.org/images/products/433/561/909/6431/front_de.31.400.jpg,"['en:water', 'en:soya-bean', 'en:vegetable', 'en:legume', 'en:pulse', 'en:soya', 'en:modified-starch', 'en:starch', 'en:sea-salt', 'en:salt', 'en:natural-flavouring', 'en:flavouring', 'en:yogurt-culture', 'en:ferment', 'en:microbial-culture', 'en:lactic-ferments']","water, 13,3% soybeans, modified starch, starch, sea salt, natural flavor, yogurt cultures,","Vegan, FSC Mix, No added sugar, Nutriscore Grade A, Nutriscore Grade B","['en:vegetarian', 'en:vegan', 'en:fsc', 'en:fsc-mix', 'en:no-added-sugar', 'en:nutriscore', 'en:nutriscore-grade-a', 'en:nutriscore-grade-b']",1775074066,,,[],,,"[{'food_contact': 1, 'material': 'en:aluminium', 'number_of_units': 1, 'recycling': 'de:Gelbe Tonne', 'shape': 'en:lid'}, {'food_contact': 1, 'material': 'en:pp-5-polypropylene', 'number_of_units': 1, 'recycling': 'de:Gelbe Tonne', 'shape': 'en:pot'}, {'food_contact': 0, 'material': 'en:non-corrugated-cardboard', 'number_of_units': 1, 'recycling': 'de:Papier', 'shape': 'de:Banderole'}]",Soja Classic,Lidl,food,milch,82.0,
Milbona,Cow milk yogurts,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:desserts', 'en:dairy-desserts', 'en:fermented-dairy-desserts', 'en:yogurts', 'en:cow-milk-yogurts']",20917906,"China, France, Germany, Spain","['en:china', 'en:france', 'en:germany', 'en:spain']",1517225169,a,,https://images.openfoodfacts.org/images/products/000/002/091/7906/front_de.120.400.jpg,"['en:mild-yogurt', 'en:dairy', 'en:yogurt', 'en:fat', 'en:oil-and-fat']","Joghurt mild, 3,5 % Fett.","Ohne Gentechnik, Nutriscore Grade B","['en:no-gmos', 'de:ohne-gentechnik', 'en:nutriscore', 'en:nutriscore-grade-b']",1780677796,,Germany,['en:germany'],"en:81,en:Kunststoff,en:PET01,en:Plastikbecher","['en:81', 'en:kunststoff', 'en:pet01', 'en:plastikbecher']","[{'food_contact': 1, 'material': 'xx:81-c-pap', 'number_of_units': 1, 'quantity_per_unit': '150g', 'quantity_per_unit_unit': 'g', 'quantity_per_unit_value': 150, 'recycling': 'en:recycle-with-plastics', 'shape': 'en:pot'}, {'food_contact': 1, 'material': 'en:pet-1-polyethylene-terephthalate', 'number_of_units': 1, 'recycling': 'en:recycle-with-plastics', 'shape': 'en:seal'}]",Joghurt mild,Lidl,food,milch,84.0,
Bergader,"Cow cheeses, Blue-veined cheeses","['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:cow-cheeses', 'en:blue-veined-cheeses']",4006402010100,"Bulgaria, Germany, Italy, Morocco, Portugal, Spain","['en:bulgaria', 'en:germany', 'en:italy', 'en:morocco', 'en:portugal', 'en:spain']",1452429942,d,,https://images.openfoodfacts.org/images/products/400/640/201/0100/front_de.31.400.jpg,"['en:cow-s-milk', 'en:dairy', 'en:milk', 'en:salt', 'bg:бактериални-култури', 'bg:микробиално-сирище', 'bg:плесенна-култура']","Краве мляко, сол, бактериални култури, микробиално сирище, плесенна култура.",Green Dot,['en:green-dot'],1775470263,Deutschland,,[],Kunststoff,['en:plastic'],"[{'food_contact': 1, 'material': 'en:o-7-other-plastics', 'number_of_units': 1, 'recycling': 'en:recycle-with-plastics-metal-and-bricks', 'shape': 'en:tray'}]",edelblu Classic,,food,milch,39.0,
Exquisa,"Cheese spreads, Cream cheeses","['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:spreads', 'en:salted-spreads', 'en:cheese-spreads', 'en:cream-cheeses']",4019300005208,Germany,['en:germany'],1452122118,d,Frischkäsezubereitung wärmebehandelt Magerstufe,https://images.openfoodfacts.org/images/products/401/930/000/5208/front_de.153.400.jpg,"['en:soft-white-cheese', 'en:dairy', 'en:cheese', 'en:inulin', 'en:fiber', 'en:vegetable-fiber', 'en:salt', 'en:sugar', 'en:added-sugar', 'en:disaccharide', 'en:thickener', 'en:e407', 'en:e412']","Frischkäse, Inulin, Speisesalz, Zucker, Verdickungsmittel: Guarkernmehl, Carrageen.",,[],1780232638,deutschland,,[],"Plastic,Pot","['en:plastic', 'en:pot']","[{'food_contact': 1, 'material': 'en:pp-5-polypropylene'}]","Fitline Natur 0,2% Fett","edeka, famila, kaufland, netto, sky, tegut",food,milch,41.0,
müller,Kefir,"['en:beverages-and-beverages-preparations', 'en:beverages', 'en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:dairy-drinks', 'en:fermented-drinks', 'en:fermented-milk-drinks', 'en:kefir']",4025500186821,"France, Germany, Luxembourg, Romania, Spain","['en:france', 'en:germany', 'en:luxembourg', 'en:romania', 'en:spain']",1487632338,unknown,Kefir,https://images.openfoodfacts.org/images/products/402/550/018/6821/front_de.127.400.jpg,"['de:fettarmer-kefir-mild', 'en:fat', 'en:oil-and-fat', 'en:milk', 'en:dairy']","Fettarmer Kefir mild. 1,5% Fett. Enthält Milch",High proteins,"['en:source-of-proteins', 'en:high-proteins']",1779627426,Deutschland,,[],"Plastic,PP - Polypropylene","['en:plastic', 'en:pp-polypropylene']","[{'food_contact': 1, 'material': 'en:pp-5-polypropylene'}]",Kalinka Kefir,"Aldi, Edeka, Lidl, Penny, Rewe",food,milch,,
Weihenstephan,"Beverages, UHT Milks, Whole milks","['en:beverages-and-beverages-preparations', 'en:beverages', 'en:dairies', 'en:milks-liquid-and-powder', 'en:milks', 'en:homogenized-milks', 'en:pasteurised-products', 'en:uht-milks', 'en:whole-milks']",4008452027602,Germany,['en:germany'],1485458847,c,,https://images.openfoodfacts.org/images/products/400/845/202/7602/front_en.166.400.jpg,"['en:uht-pasteurised-whole-milk', 'en:dairy', 'en:milk', 'en:whole-milk']",H-Vollmilch,FSC,['en:fsc'],1777940357,Deutschland,"Austria, Bayern","['en:germany', 'en:austria', 'en:bayern']","Tetra Pak, Pappe, Karton, Flasche(n)","['en:tetra-pak', 'en:cardboard', 'en:paperboard', 'de:flasche-n']","[{'food_contact': 1, 'material': 'en:tetra-brik-aseptic', 'number_of_units': 1, 'quantity_per_unit': '1059', 'shape': 'en:bottle'}, {'food_contact': 1, 'material': 'en:plastic', 'number_of_units': 1, 'shape': 'en:lid'}]","H-Milch 3,5%","Aldi, Edeka, Lidl",food,milch,51.0,
Géramont,Camemberts,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:soft-cheeses', 'en:cow-cheeses', 'en:soft-cheeses-with-bloomy-rind', 'en:camemberts']",3161710000678,"Germany, Luxembourg","['en:germany', 'en:luxembourg']",1450099819,c,Französischer Weichkäse aus pasteurisierter Kuhmilch Doppelrahmstufe,https://images.openfoodfacts.org/images/products/316/171/000/0678/front_de.98.400.jpg,"['en:cow-s-milk', 'en:dairy', 'en:milk', 'en:cream', 'en:lactic-ferments', 'en:ferment', 'en:microbial-culture', 'en:rennet', 'en:enzyme', 'en:coagulating-enzyme', 'en:salt']","Pasteurisierte Kuhmilch, Rahm, Käsereikulturen, Lab, Speisesalz.","Source of proteins, No lactose, de:Reich an Calcium","['en:source-of-proteins', 'en:no-lactose', 'de:Reich an Calcium']",1780729226,Le Tholy,France,['en:france'],"Kunststoff, Papier","['en:plastic', 'en:paper']","[{'material': 'en:plastic'}, {'material': 'en:paper'}]",Camembert,"Aldi, Combi, Edeka, Famila, Kaufland, Netto, REWE",food,milch,47.0,
Almette,Cream cheeses,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:cream-cheeses']",4002468084000,Germany,['en:germany'],1437852738,c,Frischkäse,https://images.openfoodfacts.org/images/products/400/246/808/4000/front_de.33.400.jpg,"['en:soft-white-cheese', 'en:dairy', 'en:cheese', 'en:salt', 'en:e931']","Frischkäse, Speisesalz, Stickstoff zum Aufschlagen.",Ohne Gentechnik,"['en:no-gmos', 'de:ohne-gentechnik']",1775496341,,"Germany, Austria","['en:germany', 'en:austria']",Kunststoff,['en:plastic'],"[{'food_contact': 1, 'material': 'en:plastic', 'number_of_units': 1, 'quantity_per_unit': '150', 'recycling': 'en:recycle', 'shape': 'en:can'}, {'food_contact': 0, 'material': 'en:plastic', 'number_of_units': 1, 'recycling': 'en:recycle', 'shape': 'en:lid'}]",Almette Natur 4002468084000 Frischkäse,,food,milch,46.0,
Leerdammer,"Fermented milk products, käse, scheibenkäse","['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:käse', 'en:scheibenkäse']",8721800405346,Germany,['en:germany'],1669112354,unknown,,https://images.openfoodfacts.org/images/products/872/180/040/5346/front_de.68.400.jpg,"['en:milk', 'en:dairy', 'en:salt', 'en:lactic-ferments', 'en:ferment', 'en:microbial-culture', 'en:microbial-rennet', 'en:enzyme', 'en:coagulating-enzyme', 'en:rennet', 'en:vegetarian-rennet']","Pasteurisierte Milch, Speisesalz, Milchsäurebakterien (Milch), mikrobielles Lab.","Ohne Gentechnik, FSC Mix","['en:no-gmos', 'de:ohne-gentechnik', 'en:fsc', 'en:fsc-mix']",1780027812,,Netherlands,['en:netherlands'],"Plastikschale,",['en:plastikschale'],"[{'food_contact': 1, 'material': 'en:plastic', 'number_of_units': 1, 'quantity_per_unit': '140g', 'quantity_per_unit_unit': 'g', 'quantity_per_unit_value': 140, 'shape': 'de:Blisterverpackung', 'weight_measured': 13}]","Käse Leerdammer Original Mild-Nussig 8721800405346 Schnittkäse, 45 % Fett i. Tr.","edeka, picnic",food,milch,,
alpro,Plain soy yogurts,"['en:plant-based-foods-and-beverages', 'en:fermented-foods', 'en:dairy-substitutes', 'en:desserts', 'en:vegan-products', 'en:non-dairy-desserts', 'en:non-dairy-fermented-foods', 'en:non-dairy-yogurts', 'en:soy-milk-yogurts', 'en:plain-soy-yogurts']",5411188137979,"France, Germany, Italy, Norway","['en:france', 'en:germany', 'en:italy', 'en:norway']",1682158199,a,"Fermentiertes Sojaprodukt, angereichert mit Calcium und Vitaminen.",https://images.openfoodfacts.org/images/products/541/118/813/7979/front_de.71.400.jpg,"['en:water', 'en:soya-bean', 'en:vegetable', 'en:legume', 'en:pulse', 'en:soya', 'en:sugar', 'en:added-sugar', 'en:disaccharide', 'en:e333iii', 'en:e333', 'en:stabiliser', 'en:acidity-regulator', 'en:sea-salt', 'en:salt', 'en:flavouring', 'en:antioxidant', 'en:vitamins', 'en:vitamin-b6', 'en:vitamin-b12', 'en:ergocalciferol', 'en:vitamin-d', 'en:lactic-ferments', 'en:ferment', 'en:microbial-culture', 'en:e440a', 'en:e331', 'en:e330', 'en:e306', 'en:e304', 'en:streptococcus-thermophilus', 'en:lactobacillus-bulgaricus', 'en:lactobacillus']","Wasser, geschälte SOJABOHNEN (10,7%), Zucker, Tricalciumcitrat, Stabilisator (Pektine), Säureregulatoren (Natriumcitrate, Citronensäure), Meersalz, Aroma, Antioxidationsmittel (stark tocopherolhaltige Extrakte, Fettsäureester der Ascorbinsäure), Vitamine (B6, B12, D2), Joghurtkulturen (S. thermophilus, L. bulgaricus).","Low or no sugar, Low fat, No gluten, Calcium source, European Vegetarian Union Vegan, High proteins, No lactose","['en:low-or-no-fat', 'en:low-or-no-sugar', 'en:vegetarian', 'en:low-fat', 'en:no-gluten', 'en:source-of-proteins', 'en:vegan', 'en:calcium-source', 'en:european-vegetarian-union', 'en:european-vegetarian-union-vegan', 'en:high-proteins', 'en:no-lactose']",1780845612,,,[],"Kunststoff,Papier","['en:plastic', 'en:paper']",[],Soja Natur,rewe,food,milch,76.0,
Milbona,"Salted spreads, Fresh cheeses, Cream cheeses","['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:spreads', 'en:salted-spreads', 'en:fresh-cheeses', 'en:cream-cheeses']",20082857,Germany,['en:germany'],1529646442,d,"Frischkäsezubereitung, Doppelrahmstufe, wärmebahandelt",https://images.openfoodfacts.org/images/products/000/002/008/2857/front_de.107.400.jpg,"['en:soft-white-cheese', 'en:dairy', 'en:cheese', 'en:salt', 'en:cow-s-milk', 'en:milk', 'en:cream', 'en:lactic-ferments', 'en:ferment', 'en:microbial-culture', 'en:microbial-rennet', 'en:enzyme', 'en:coagulating-enzyme', 'en:rennet', 'en:vegetarian-rennet']","Frischkäse (_Kuhmilch_, _Sahne_, Käsereikulturen, mikrobielles Lab), Speisesalz.","No gluten, No GMOs, de:05 PP, de:41 ALU","['en:no-gluten', 'en:no-gmos', 'de:05 PP', 'de:41 ALU']",1781028612,,,[],"Metall, Kunststoff, Wiederverwertbare Metalle, Aluminium, PP - Polypropylen","['en:metal', 'en:plastic', 'en:recyclable-metals', 'en:aluminium', 'en:pp-polypropylene']","[{'material': 'en:aluminium'}, {'material': 'en:pp-5-polypropylene'}]",Frischkäse der Sahnige,Lidl,food,milch,38.0,
