source,search_query,code,product_name,generic_name,brands,categories,categories_tags,labels,labels_tags,ingredients_text,ingredients_tags,packaging,packaging_tags,countries,countries_tags,stores,origins,origins_tags,manufacturing_places,ecoscore_grade,ecoscore_score,image_url,last_modified_t,created_t,has_product_name,has_brand,has_categories,has_labels,has_ingredients,has_packaging,has_country,has_image,has_ecoscore
food,milch,5410396152934,Kerrygold Cheddar herzhaft,Irischer Cheddar,"Kerrygold, Ornua Deutschland",Cheddar cheese,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:cow-cheeses', 'en:cheeses-from-the-united-kingdom', 'en:cheeses-from-england', 'en:cheddar-cheese']","Vegetarian, Green Dot, No lactose, de:Unter Schutzatmosphäre verpackt","['en:vegetarian', 'en:green-dot', 'en:no-lactose', 'de:Unter Schutzatmosphäre verpackt']","Milch, Salz, Reifungskulturen, Labaustauschstoff, Farbstoff (Beta-Carotin). Mögliche weiße Reifekristalle sind ein Qualitätsmerkmal","['en:milk', 'en:dairy', 'en:salt', 'en:maturing-ferments', 'en:ferment', 'en:rennet', 'en:enzyme', 'en:coagulating-enzyme', 'en:colour', 'de:mögliche-weiße-reifekristalle-sind-ein-qualitätsmerkmal', 'en:beta-carotene-dye', 'en:e160a', 'en:e160ai']",Plastic,['en:plastic'],Germany,['en:germany'],,Ireland,['en:ireland'],Irland,d,43.0,https://images.openfoodfacts.org/images/products/541/039/615/2934/front_en.139.400.jpg,1774452100,1489910066,True,True,True,True,True,True,True,True,True
food,milch,4034900008145,Meggle Butter Streichzart - ungesalzen,,Meggle,"Salted spreads, Dairy spreads, Margarines, de:Mischstreichfett, de:Streichfette","['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:fats', 'en:spreads', 'en:plant-based-spreads', 'en:salted-spreads', 'en:vegetable-fats', 'en:spreadable-fats', 'en:dairy-spreads', 'en:margarines', 'de:mischfette', 'de:mischstreichfett', 'de:streichfette']",,[],"_Butter_ 63 %, Wasser, Rapsöl 13%, _Magermilchjoghurt_.","['en:butter', 'en:dairy', 'en:water', 'en:rapeseed-oil', 'en:oil-and-fat', 'en:vegetable-oil-and-fat', 'en:skimmed-yogurt', 'en:yogurt']","Metall, Kunststoff, Wiederverwertbare Metalle, Aluminium","['en:metal', 'en:plastic', 'en:recyclable-metals', 'en:aluminium']",Germany,['en:germany'],"Edeka, Netto MD, Rewe",,[],,b,63.0,https://images.openfoodfacts.org/images/products/403/490/000/8145/front_de.63.400.jpg,1776592693,1542030261,True,True,True,False,True,True,True,True,True
food,milch,4019300168095,Milder Skyr,,Exquisa,"Skyrs, Cream cheeses","['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:desserts', 'en:dairy-desserts', 'en:fermented-dairy-desserts', 'en:fromages-blancs-petit-suisses-and-skyr', 'en:skyrs', 'en:cream-cheeses']",,[],Frischkäse,"['en:soft-white-cheese', 'en:dairy', 'en:cheese']",Kanne,['en:pot'],"Austria, France, Germany, Switzerland","['en:austria', 'en:france', 'en:germany', 'en:switzerland']",denner,,[],,a,76.0,https://images.openfoodfacts.org/images/products/401/930/016/8095/front_en.24.400.jpg,1781029242,1580581419,True,True,True,False,True,True,True,True,True
food,milch,5411188138112,EDEKA Alpro Danone ALPRO® Joghurt Soja Hafer 400g 1.99€ 1kg 4.98€,"Fermentiertes Sojaprodukt mit Hafer, angereichert mit Calcium und Vitaminen.",alpro,"Yogurts, Plain soy yogurts","['en:plant-based-foods-and-beverages', 'en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:dairy-substitutes', 'en:desserts', 'en:vegan-products', 'en:dairy-desserts', 'en:non-dairy-desserts', 'en:non-dairy-fermented-foods', 'en:fermented-dairy-desserts', 'en:non-dairy-yogurts', 'en:soy-milk-yogurts', 'en:yogurts', 'en:plain-soy-yogurts']","No lactose, Nutriscore Grade A","['en:no-lactose', 'en:nutriscore', 'en:nutriscore-grade-a']","SOJABASIS (Wasser, geschälte SOJABOHNEN (9,7%)), HAFER (3%), Zichorienwurzelfasern, Zucker, Tricalciumcitrat, Säureregulatoren (Citronensäure, Natriumcitrate), Stabilisator (Pektine), natürliches Aroma, Meersalz, Antioxidationsmittel (stark tocopherolhaltige Extrakte, Fettsäureester der Ascorbinsäure), Vitamine (B12, D2), Joghurtkulturen (Str. thermophilus, L. bulgaricus) Kann Spuren von SCHALENFRÜCHTEN (keine Erdnüsse) enthalten.","['en:soy-base', 'en:oat', 'en:cereal', 'en:chicory-fibre', 'en:vegetable', 'en:fiber', 'en:shoot-vegetable', 'en:vegetable-fiber', 'en:chicory', 'en:sugar', 'en:added-sugar', 'en:disaccharide', 'en:e333iii', 'en:e333', 'en:acidity-regulator', 'en:stabiliser', 'en:natural-flavouring', 'en:flavouring', 'en:sea-salt', 'en:salt', 'en:antioxidant', 'en:vitamins', 'en:vitamin-b12', 'en:ergocalciferol', 'en:vitamin-d', 'en:lactic-ferments', 'en:ferment', 'en:microbial-culture', 'de:enthalten', 'en:water', 'en:soya-bean', 'en:legume', 'en:pulse', 'en:soya', 'en:e330', 'en:e331', 'en:e440a', 'en:e306', 'en:e304', 'de:Str', 'de:thermophilus', 'en:lactobacillus-bulgaricus', 'en:lactobacillus', 'de:keine Erdnüsse']",,[],"Germany, Luxembourg, Spain","['en:germany', 'en:luxembourg', 'en:spain']",,,[],,a,76.0,https://images.openfoodfacts.org/images/products/541/118/813/8112/front_de.22.400.jpg,1781076906,1682061788,True,True,True,True,True,False,True,True,True
food,milch,8719200263543,Becel ProActiv Margarine,,Becel,Margarines,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:fats', 'en:spreads', 'en:plant-based-spreads', 'en:vegetable-fats', 'en:spreadable-fats', 'en:margarines']",,[],"Wasser, pflanzliche Öle (Raps, Sonnenblumen, Leinsamen), 9% Pflanzensterinester, Kokosfett, Emulgatoren (Mono - und Diglyceride von Speisefettsäuren, Lecithin), natürliche Aromen, Farbstoff (Carotin), Vitamin D.","['en:water', 'en:vegetable-oil', 'en:oil-and-fat', 'en:vegetable-oil-and-fat', 'en:flax-seed', 'en:seed', 'en:flax', 'de:Pflanzensterinester', 'en:coconut-fat', 'en:vegetable-fat', 'en:emulsifier', 'en:natural-flavouring', 'en:flavouring', 'en:colour', 'en:vitamin-d', 'en:vitamins', 'en:rapeseed-oil', 'en:sunflower-fat', 'en:e471', 'en:e322i', 'en:e322', 'en:e160a']",,[],"Germany, Switzerland","['en:germany', 'en:switzerland']",,,[],,b,61.0,https://images.openfoodfacts.org/images/products/871/920/026/3543/front_de.9.400.jpg,1780476618,1697361502,True,True,True,False,True,False,True,True,True
food,milch,20851750,Mini Mozzarella,,Milbona,Cow mozzarella,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:cow-cheeses', 'en:italian-cheeses', 'en:stretched-curd-cheeses', 'en:mozzarella', 'en:cow-mozzarella']","Ohne Gentechnik, V-Label International Vegetarian","['en:vegetarian', 'en:no-gmos', 'de:ohne-gentechnik', 'en:v-label-international', 'en:v-label-international-vegetarian']","Pasteurisierte Kuhmilch, mikrobielles Lab, Speisesalz, Säuerungsmittel: Citronensäure.","['en:cow-s-milk', 'en:dairy', 'en:milk', 'en:microbial-rennet', 'en:enzyme', 'en:coagulating-enzyme', 'en:rennet', 'en:vegetarian-rennet', 'en:salt', 'en:acid', 'en:e330']","Plastique, Frais","['en:plastic', 'en:fresh']","Bulgaria, Croatia, France, Germany, Greece, Slovenia","['en:bulgaria', 'en:croatia', 'en:france', 'en:germany', 'en:greece', 'en:slovenia']",Lidl,Germany,['en:germany'],,c,52.0,https://images.openfoodfacts.org/images/products/000/002/085/1750/front_en.107.400.jpg,1779531590,1494790920,True,True,True,True,True,True,True,True,True
food,milch,4003751002848,Obazda klassisch,Käsezubereitung Doppelrahmstufe wärmebehandelt,Alpenhain,Camemberts,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:soft-cheeses', 'en:cow-cheeses', 'en:soft-cheeses-with-bloomy-rind', 'en:camemberts']","Vegetarian, No gluten, No preservatives, Ohne Gentechnik, PGI","['en:vegetarian', 'en:no-gluten', 'en:no-gmos', 'en:no-preservatives', 'de:ohne-gentechnik', 'en:pgi']","53% Camembert, Rahm; Butter; Frischkäse, Zwiebeln; Salz, Gewürze, Kümmel","['en:camembert', 'en:dairy', 'en:cheese', 'en:cream', 'en:butter', 'en:soft-white-cheese', 'en:onion', 'en:vegetable', 'en:root-vegetable', 'en:onion-family-vegetable', 'en:salt', 'en:spice', 'en:condiment', 'en:caraway']","Schüssel,PP - Polypropylen","['en:plastic', 'en:pp-polypropylene', 'en:bowl']",Germany,['en:germany'],hit,Bayern,"['en:germany', 'en:bayern']",d-83539-pfaffing,c,49.0,https://images.openfoodfacts.org/images/products/400/375/100/2848/front_de.97.400.jpg,1780750303,1421486212,True,True,True,True,True,True,True,True,True
food,milch,8719200233744,Butter,,Rama,"Margarines, de:Pflanzliche-streichfette, de:Pflanzliches Streichfett","['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:fats', 'en:spreads', 'en:plant-based-spreads', 'en:vegetable-fats', 'en:spreadable-fats', 'en:margarines', 'de:Pflanzliche-streichfette', 'de:Pflanzliches Streichfett']","No preservatives, Made in the EU, No palm oil, V-Label International Vegan","['en:vegetarian', 'en:no-preservatives', 'en:vegan', 'en:made-in-the-eu', 'en:no-palm-oil', 'en:v-label-international', 'en:v-label-international-vegan']","Pflanzliche Fette und Ole (Sonnenblumen, Raps), Trinkwasser, Kokosfett, Ackerbohnenprotein, Emulgator (Lecithin), natürliche Aromen, Vitamine (D2, B1, B2, B6, B12, Folsäure), Farbstoff (Carotin), Dextrose.","['en:vegetable-fat', 'en:oil-and-fat', 'en:vegetable-oil-and-fat', 'de:ole', 'en:water', 'en:coconut-fat', 'en:broad-bean-protein', 'en:protein', 'en:plant-protein', 'en:emulsifier', 'en:natural-flavouring', 'en:flavouring', 'en:vitamins', 'en:ergocalciferol', 'en:vitamin-d', 'en:thiamin', 'en:e101', 'en:vitamin-b6', 'en:vitamin-b12', 'en:folic-acid', 'en:folate', 'en:colour', 'en:dextrose', 'en:added-sugar', 'en:monosaccharide', 'en:glucose', 'en:sunflower-fat', 'en:rapeseed-oil', 'en:e322i', 'en:e322', 'en:e160a']",Kunststoff,['en:plastic'],Germany,['en:germany'],"Edeka, Rewe",de:Hergestellt in der EU,['de:Hergestellt in der EU'],,b,63.0,https://images.openfoodfacts.org/images/products/871/920/023/3744/front_de.56.400.jpg,1775748610,1658486663,True,True,True,True,True,True,True,True,True
food,milch,4000400008053,Kräuter der Provence,"Frischkäsezubereitung, wärmebehandelt",Bresso,"Cow cheeses, Cheese spreads, Cream cheeses","['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:spreads', 'en:salted-spreads', 'en:cow-cheeses', 'en:cheese-spreads', 'en:cream-cheeses']","Ohne Gentechnik, natural flavors","['en:no-gmos', 'de:ohne-gentechnik', 'en:natural-flavors']","_Frischkäse_, _Crème Fraiche_, _Butter_, Kräuter der Provence, Kräuter, Stärke, Gewürze, Speisesalz, natürliche Aromen, Stickstoff zum Aufschlagen.","['en:soft-white-cheese', 'en:dairy', 'en:cheese', 'de:crème-fraiche', 'en:butter', 'en:herbes-de-provence', 'en:herb', 'en:starch', 'en:spice', 'en:condiment', 'en:salt', 'en:natural-flavouring', 'en:flavouring', 'en:e931']","Plastic,Pot","['en:plastic', 'en:pot']","Austria, Germany","['en:austria', 'en:germany']","Hofer, NETTO",,[],"Allgäu, Deutschland",d,37.0,https://images.openfoodfacts.org/images/products/400/040/000/8053/front_de.100.400.jpg,1777324250,1461534817,True,True,True,True,True,True,True,True,True
food,milch,4002468084017,Frischkäse Almette Kräuter,"Frischkäse wärmebehandelt, Doppelrahmstufe",Almette,"Fresh cheeses, Cream cheeses","['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:fresh-cheeses', 'en:cream-cheeses']","No preservatives, Ohne Gentechnik, Green Dot, de:DLG Tierwohl Silber","['en:no-gmos', 'en:no-preservatives', 'de:ohne-gentechnik', 'en:green-dot', 'de:DLG Tierwohl Silber']","_Frischkäse_, Schnittlauch, Petersilie, Gewürze (Zwiebeln, Knoblauch), Speisesalz, Stärke, Stickstoff zum Aufschlagen","['en:soft-white-cheese', 'en:dairy', 'en:cheese', 'en:chives', 'en:vegetable', 'en:root-vegetable', 'en:onion-family-vegetable', 'en:parsley', 'en:herb', 'en:leaf-vegetable', 'en:spice', 'en:condiment', 'en:salt', 'en:starch', 'en:e931', 'en:onion', 'en:garlic']","en:Plastic, PP","['en:plastic', 'en:pp-polypropylene']",Germany,['en:germany'],"Edeka, Netto MD, Rewe, Tegut",,[],,d,41.0,https://images.openfoodfacts.org/images/products/400/246/808/4017/front_de.84.400.jpg,1778515911,1437853490,True,True,True,True,True,True,True,True,True
food,milch,5411188128601,Skyr Alternative Vanille aus Soja,"Fermentiertes Sojaprodukt, Vanillegeschmack, angereichert mit Calcium und Vitaminen.",alpro,Soy milk yogurts,"['en:plant-based-foods-and-beverages', 'en:fermented-foods', 'en:dairy-substitutes', 'en:desserts', 'en:vegan-products', 'en:non-dairy-desserts', 'en:non-dairy-fermented-foods', 'en:non-dairy-yogurts', 'en:soy-milk-yogurts']","No gluten, Certified B Corporation, High proteins, V-Label International Vegan","['en:vegetarian', 'en:no-gluten', 'en:source-of-proteins', 'en:vegan', 'en:certified-b-corporation', 'en:high-proteins', 'en:v-label-international', 'en:v-label-international-vegan']","Wasser, geschälte Sojabohnen (13,9%), Zucker, Stabilisator (Pektine), Säureregulatoren (Citronensäure, Natriumcitrate, Apfelsäure), Calcium (Tricalciumphosphat), natürliches Aroma, Meersalz, Antioxidationsmittel (stark tocopherolhaltige Extrakte, Fettsäureester der Ascorbinsäure), extrahierte Vanilleschoten (0,02%), natürliches Vanillearoma mit anderen natürlichen Aromen, färbendes Karottenkonzentrat, Vitamine B12, B2, D2, Joghurtkulturen (S. thermophilus, L. bulgaricus).","['en:water', 'en:soya-bean', 'en:vegetable', 'en:legume', 'en:pulse', 'en:soya', 'en:sugar', 'en:added-sugar', 'en:disaccharide', 'en:stabiliser', 'en:acidity-regulator', 'en:calcium', 'en:minerals', 'en:natural-flavouring', 'en:flavouring', 'en:sea-salt', 'en:salt', 'en:antioxidant', 'en:vanilla-pod', 'en:plant', 'en:vanilla', 'en:natural-vanilla-flavouring-with-other-natural-flavourings', 'en:vanilla-flavouring', 'en:natural-vanilla-flavouring', 'en:carrot-concentrate', 'en:root-vegetable', 'en:taproot-vegetable', 'en:carrot', 'en:vitamins', 'en:vitamin-b12', 'en:e101', 'en:ergocalciferol', 'en:vitamin-d', 'en:lactic-ferments', 'en:ferment', 'en:microbial-culture', 'en:e440a', 'en:e330', 'en:e331', 'en:e296', 'en:e341iii', 'en:e341', 'en:e306', 'en:e304', 'en:streptococcus-thermophilus', 'en:lactobacillus-bulgaricus', 'en:lactobacillus']","Metal,Pot,Recyclable Metals,Aluminium,Plastique","['en:metal', 'en:pot', 'en:recyclable-metals', 'en:aluminium', 'en:plastique']","Finland, France, Germany, Poland, Switzerland","['en:finland', 'en:france', 'en:germany', 'en:poland', 'en:switzerland']","coop, kaufland, rewe",,[],Union Européenne,a,79.0,https://images.openfoodfacts.org/images/products/541/118/812/8601/front_de.151.400.jpg,1780489369,1559223083,True,True,True,True,True,True,True,True,True
food,milch,3023260033424,Schafskäse,,Salakis,"Feta, Käse","['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:greek-cheeses', 'en:feta', 'en:Käse']","Vegetarian, No gluten, No preservatives, Ohne Gentechnik, 120 days grass-fed, No palm oil","['en:vegetarian', 'en:no-gluten', 'en:animal-welfare', 'en:no-gmos', 'en:no-preservatives', 'de:ohne-gentechnik', 'en:120-days-grass-fed', 'en:no-palm-oil']","pasteurisierte Schafmilch, Salzlake","['en:sheeps-milk', 'en:dairy', 'en:milk', 'en:brine']",,[],"Austria, Germany","['en:austria', 'en:germany']",tegut,,[],,e,18.0,https://images.openfoodfacts.org/images/products/302/326/003/3424/front_en.29.400.jpg,1780927376,1674413312,True,True,True,True,True,False,True,True,True
food,milch,8719200261556,Lätta Extra Fit,,Lätta,Light margarines,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:fats', 'en:spreads', 'en:plant-based-spreads', 'en:vegetable-fats', 'en:spreadable-fats', 'en:margarines', 'en:light-margarines']",No palm oil,['en:no-palm-oil'],"Trinkwasser, pflanzliche Öle (Raps, Sonnenblume) Kokosfett, modifizierte Stärke, Speisesalz (0,8%), Emulgatoren (Mono - und Diglyceride von Speisefettsäuren, Lecithin), Säuerungsmittel (Milchsäure), Konservierungsstoff (Kaliumsorbat), natürliche Aromen, Farbstoff (Carotin), Vitamin D.","['en:water', 'en:vegetable-oil', 'en:oil-and-fat', 'en:vegetable-oil-and-fat', 'en:coconut-fat', 'en:vegetable-fat', 'en:modified-starch', 'en:starch', 'en:salt', 'en:emulsifier', 'en:acid', 'en:preservative', 'en:natural-flavouring', 'en:flavouring', 'en:colour', 'en:vitamin-d', 'en:vitamins', 'en:rapeseed', 'en:vegetable', 'en:root-vegetable', 'en:sunflower', 'en:plant', 'en:e471', 'en:e322i', 'en:e322', 'en:e270', 'en:e202', 'en:e160a']",,[],Germany,['en:germany'],,,[],,b,61.0,https://images.openfoodfacts.org/images/products/871/920/026/1556/front_de.30.400.jpg,1780026587,1697371119,True,True,True,True,True,False,True,True,True
food,milch,3161710000135,Caprice des Dieux,"Französischer Rahm-Weichkäse aus pasteurisierter Milch, Doppelrahmstufe",Caprice des Dieux,"Cow cheeses, Soft cheeses with bloomy rind, French cheeses, Pasteurized cheeses, Soft cheese with a natural rind","['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:soft-cheeses', 'en:cow-cheeses', 'en:soft-cheeses-with-bloomy-rind', 'en:pasteurised-products', 'en:french-cheeses', 'en:pasteurized-cheeses', 'en:soft-cheese-with-a-natural-rind']",No lactose,['en:no-lactose'],"Französischer Rahm-Weichkäse aus pasteurisierter Milch, Doppelrahmstufe","['de:Französischer Rahm-Weichkäse aus pasteurisierter Milch', 'de:Doppelrahmstufe']","Carton, Emballage, Papier cartonné, Etui en carton","['en:cardboard', 'en:packaging', 'en:paperboard', 'fr:etui-en-carton']","Belgium, France, Germany, Morocco, Switzerland","['en:belgium', 'en:france', 'en:germany', 'en:morocco', 'en:switzerland']","Delhaize, Magasins U",,[],Frankreich,d,38.0,https://images.openfoodfacts.org/images/products/316/171/000/0135/front_en.94.400.jpg,1780368763,1454876857,True,True,True,True,True,True,True,True,True
food,milch,4061458029766,Sonnenblumen-Margarine,,Bellasan,"Salted spreads, Margarines","['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:fats', 'en:spreads', 'en:plant-based-spreads', 'en:salted-spreads', 'en:vegetable-fats', 'en:spreadable-fats', 'en:margarines']","2018 Gold medal of the German Agricultural Society, 2023 Gold medal of the German Agricultural Society, Nutriscore Grade D, V-Label International Vegan","['en:vegetarian', 'en:german-agricultural-society', 'en:gold-medal-of-the-german-agricultural-society', 'en:vegan', 'en:2018-gold-medal-of-the-german-agricultural-society', 'en:2023-gold-medal-of-the-german-agricultural-society', 'en:nutriscore', 'en:nutriscore-grade-d', 'en:v-label-international', 'en:v-label-international-vegan']","Pflanzliche Öle (Sonnenblumen (63 %), ganz gehärtete Sonnenblumen, Kokos), Wasser, Emulgator (E471, Lecithine), Salz (0,2 %), natürliches Aroma, Säuerungsmittel (Citronensäure), Farbstoff (Carotine), Vitamin D2. 

Kann Spuren enthalten von: Milch.","['en:vegetable-oil', 'en:oil-and-fat', 'en:vegetable-oil-and-fat', 'en:water', 'en:emulsifier', 'en:salt', 'en:natural-flavouring', 'en:flavouring', 'en:acid', 'en:colour', 'en:ergocalciferol', 'en:vitamins', 'en:vitamin-d', 'de:Kann Spuren enthalten von', 'en:sunflower', 'en:plant', 'de:ganz gehärtete Sonnenblumen', 'en:coconut', 'en:fruit', 'en:e471', 'en:e322', 'en:e330', 'en:e160a']",Kunststoff,['en:plastic'],Germany,['en:germany'],"Aldi Nord, Aldi Süd",,[],,b,66.0,https://images.openfoodfacts.org/images/products/406/145/802/9766/front_de.117.400.jpg,1780487861,1555693661,True,True,True,True,True,True,True,True,True
food,milch,4032549018082,Körniger Frischkäse,,Dovgan Family,"Cow cheeses, Cheese spreads, Cream cheeses","['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:spreads', 'en:salted-spreads', 'en:cow-cheeses', 'en:cheese-spreads', 'en:cream-cheeses']",Green Dot,['en:green-dot'],"pasteurisierte _Kuhmilch_, Milchsäurebakterien.","['en:cow-s-milk', 'en:dairy', 'en:milk', 'en:lactic-ferments', 'en:ferment', 'en:microbial-culture']",Kunststoff,['en:plastic'],"Germany, Latvia","['en:germany', 'en:latvia']",aldi,Germany,['en:germany'],,c,48.0,https://images.openfoodfacts.org/images/products/403/254/901/8082/front_de.50.400.jpg,1780054687,1583226776,True,True,True,True,True,True,True,True,True
food,milch,5411188138334,Lemon cheesecake flavour aus Soja,"Fermentiertes Sojaprodukt, Zitronen-Käsekuchen-Geschmack, mit Calcium und Vitaminen.",alpro,Soy milk yogurts,"['en:plant-based-foods-and-beverages', 'en:fermented-foods', 'en:dairy-substitutes', 'en:desserts', 'en:vegan-products', 'en:non-dairy-desserts', 'en:non-dairy-fermented-foods', 'en:non-dairy-yogurts', 'en:soy-milk-yogurts']","No gluten, Certified B Corporation, European Vegetarian Union Vegan, No lactose, Nutriscore, V-Label International Vegan","['en:vegetarian', 'en:no-gluten', 'en:vegan', 'en:certified-b-corporation', 'en:european-vegetarian-union', 'en:european-vegetarian-union-vegan', 'en:no-lactose', 'en:nutriscore', 'en:v-label-international', 'en:v-label-international-vegan']","Wasser, geschälte Sojabohnen (9,9%), Zucker, Zitronenmischung (2,8%) (Zitronensaft aus Zitronensaftkonzentrat (1,7%), Frucht (1,1%)), Glukose-Fruktose-Sirup, Calcium (Tricalciumcitrat), Stabilisator (Pektine), Säureregulatoren (Citronensäure, Natriumcitrate), modifizierte Stärke, Meersalz, Aroma, Antioxidationsmittel (stark tocopherolhaltige Extrakte, Fettsäureester der Ascorbinsäure), Vitamine B2, B12, D2, Joghurtkulturen (S. thermophilus, L. bulgaricus). Kann Spuren von Schalenfrüchten enthalten.","['en:water', 'en:soya-bean', 'en:vegetable', 'en:legume', 'en:pulse', 'en:soya', 'en:sugar', 'en:added-sugar', 'en:disaccharide', 'de:Zitronenmischung', 'en:glucose-fructose-syrup', 'en:monosaccharide', 'en:fructose', 'en:glucose', 'en:calcium', 'en:minerals', 'en:stabiliser', 'en:acidity-regulator', 'en:modified-starch', 'en:starch', 'en:sea-salt', 'en:salt', 'en:flavouring', 'en:antioxidant', 'en:vitamins', 'en:e101', 'en:vitamin-b12', 'en:ergocalciferol', 'en:vitamin-d', 'en:lactic-ferments', 'en:ferment', 'en:microbial-culture', 'en:lemon-juice-from-concentrate', 'en:fruit', 'en:juice', 'en:fruit-juice', 'en:lemon-juice', 'en:e333iii', 'en:e333', 'en:e440a', 'en:e330', 'en:e331', 'en:e306', 'en:e304', 'en:streptococcus-thermophilus', 'en:lactobacillus-bulgaricus', 'en:lactobacillus']",,[],"France, Germany, Spain","['en:france', 'en:germany', 'en:spain']","Edeka, Rewe","Hergestellt in Europa, Sojabohnen EU, Sojabohnen nicht EU (Kanada)","['en:Hergestellt in Europa', 'en:Sojabohnen EU', 'en:Sojabohnen nicht EU (Kanada)']",,a,79.0,https://images.openfoodfacts.org/images/products/541/118/813/8334/front_de.44.400.jpg,1780562559,1709676069,True,True,True,True,True,False,True,True,True
food,milch,20094508,Crefee mit feinen  Kräutern,Frischkäsezubereitung mit Kräutern,Milbona,"Cream cheeses, de:Frischkäsezubereitung","['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:cream-cheeses', 'de:Frischkäsezubereitung']",Made in Germany,['en:made-in-germany'],"Frischkäse, Speisesalz, Kräuter, Gewürze, Knoblauch, Zwiebeln, Verdickungsmittel: Johannisbrotkernmehl, Guarkernmehl; Stickstoff zum Aufschlagen.","['en:soft-white-cheese', 'en:dairy', 'en:cheese', 'en:salt', 'en:herb', 'en:spice', 'en:condiment', 'en:garlic', 'en:vegetable', 'en:root-vegetable', 'en:onion-family-vegetable', 'en:onion', 'en:thickener', 'en:e412', 'en:e931', 'en:carob-seed-flour', 'en:flour', 'en:legume', 'en:pulse', 'en:carob-bean']","Metall,Kunststoff,PET - Polyethylenterephtalat,Wiederverwertbare Metalle,Aluminium,PP - Polypropylen","['en:plastic', 'en:metal', 'en:pet-polyethylene-terephthalate', 'en:pp-polypropylene', 'en:recyclable-metals', 'en:aluminium']","Germany, Hungary, Lithuania, Romania, Serbia, Switzerland","['en:germany', 'en:hungary', 'en:lithuania', 'en:romania', 'en:serbia', 'en:switzerland']",Lidl,,[],,d,34.0,https://images.openfoodfacts.org/images/products/000/002/009/4508/front_en.66.400.jpg,1775765440,1455916995,True,True,True,True,True,True,True,True,True
food,milch,4056489118206,Skyr Erdbeere,"Frischkäsezubereitung mit 20% Erdbeerzubereitung mit Süßungsmitteln, Magerstufe im Milchanteil",Milbona,"Skyrs, Cream cheeses","['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:desserts', 'en:dairy-desserts', 'en:fermented-dairy-desserts', 'en:fromages-blancs-petit-suisses-and-skyr', 'en:skyrs', 'en:cream-cheeses']",Made in Germany,['en:made-in-germany'],"Entrahmte _Milch_, Wasser, 7% Erdbeere, modifizierte Stärke, Zitronesaftkonzentrat, Verdickungsmittel: Pektine, Xanthan, färbendes Karottenkonzentrat, Säureregulaturen: Calciumlactat, Citronensäure, Starterkulturen, mikrobielles Lab, natürliches Aroma (enthält _Milch_), Süßungsmittel: Aspartam, Acesulfam K,","['en:skimmed-milk', 'en:dairy', 'en:milk', 'en:water', 'en:strawberry', 'en:fruit', 'en:berries', 'en:modified-starch', 'en:starch', 'en:lemon', 'en:citrus-fruit', 'en:thickener', 'en:e415', 'en:carrot-concentrate', 'en:vegetable', 'en:root-vegetable', 'en:taproot-vegetable', 'en:carrot', 'de:Säureregulaturen', 'en:e330', 'en:lactic-ferments', 'en:ferment', 'en:microbial-culture', 'en:microbial-rennet', 'en:enzyme', 'en:coagulating-enzyme', 'en:rennet', 'en:vegetarian-rennet', 'en:natural-flavouring', 'en:flavouring', 'en:sweetener', 'en:e950', 'en:e440a', 'en:e327', 'en:e951']","Metall, Kunststoff, Wiederverwertbare Metalle, Aluminium, PP - Polypropylen","['en:metal', 'en:plastic', 'en:recyclable-metals', 'en:aluminium', 'en:pp-polypropylene']","Austria, Germany, Spain","['en:austria', 'en:germany', 'en:spain']",lidl,,[],deutschland,a,75.0,https://images.openfoodfacts.org/images/products/405/648/911/8206/front_de.64.400.jpg,1779968802,1569338997,True,True,True,True,True,True,True,True,True
